Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;8,62827396392822;0,789736012089138;927,4531;36,53807;13;314,1089;False
2;13,4591312408447;3,86511626835573;921,3943;33,68407;13;314,5299;False
3;9,5949764251709;2,76877018597216;945,0439;36,58038;13;314,0666;False
4;11,1310062408447;3,59198821779816;924,9033;34,72668;14;317,6741;False
5;16,6288566589355;4,28814646517303;923,7509;32,67365;12;313,1252;False
6;13,8833131790161;4,90944396591995;921,2739;33,49664;12;314,7043;False
7;13,9410743713379;4,34527908653501;925,1268;33,65033;12;314,0152;False
8;13,6103868484497;5,09171255839194;925,6311;34,04004;11;309,669;False
9;13,7335424423218;5,56398214697838;927,409;33,94092;12;311,7407;False
10;13,9801712036133;4,94362538877802;913,0886;33,40161;11;310,1784;False
11;10,708568572998;4,91938603485152;909,9868;34,88989;11;308,5935;False
12;17,7972793579102;4,66498977612693;919,2513;32,33423;12;309,5391;False
13;13,0921697616577;4,62152511533884;924,8851;34,396;11;306,7478;False
14;13,8766212463379;4,57098320358059;914,3609;33,49792;12;310,0248;False
15;13,132269859314;5,55441630505246;911,0825;33,81934;11;307,5839;False
16;11,9717483520508;5,66502393285336;917,3796;34,33899;13;311,9584;False
17;9,20418167114258;4,9431942075491;928,1257;36,33496;12;311,3131;False
18;12,1674613952637;4,93128453493338;918,668;34,51831;13;307,9243;False
19;8,34420299530029;4,22523415086529;926,0421;36,83618;12;311,5631;False
20;10,0881700515747;4,97494868553376;923,2686;35,64648;13;310,4412;False
21;11,4783363342285;5,1693199903355;914,4702;34,52588;14;310,9683;False
22;15,6730642318726;4,37058646610822;920,9055;33,28564;12;305,8362;False
23;15,6398677825928;6,24995509115714;920,1276;33,03516;12;310,1868;False
24;14,93101978302;5,75092637494675;921,1509;33,10693;13;314,3538;False
25;12,4555835723877;4,37519181589604;921,3051;34,46289;12;308,2771;False
26;11,7997426986694;4,89801828739583;919,0103;34,36768;12;314,0576;False
27;13,0784902572632;4,20431807707513;920,1388;33,84619;12;313,6608;False
28;8,79865550994873;4,93261469234894;946,5868;37,19067;13;313,7691;False
29;11,0659084320068;5,07885220709466;909,8519;34,57031;12;310,8126;False
30;13,382884979248;6,3891471862793;920,716;33,97217;12;309,3477;False
