Generation;BestFitness;AverageFitnessPopulation;BestMaxDistance;BestMaxDistanceTime;BestNumberOfWheels;BestCarMass;BestIsRoadComplete
1;3,27960252761841;0,465709756514034;927,7648;41,62332;13;334,3727;False
2;9,65880680084229;1,5980591133021;941,7079;42,10843;12;234,8241;False
3;23,9793529510498;2,7973541491252;937,7458;36,11691;12;233,7501;False
4;17,4931964874268;3,6602393742903;666,3397;26,8562;12;237,1069;False
5;20,567850112915;4,8845792091714;922,005;36,17188;12;237,1069;False
6;16,3911552429199;3,14683676262054;937,5627;38,47363;12;233,7524;False
7;15,964581489563;2,81095182937176;935,3074;38,61731;12;232,9399;False
8;18,0205268859863;6,08600711945322;932,102;37,7157;12;232,9399;False
9;18,5543460845947;4,84614392312911;930,6133;36,95593;11;239,5002;False
10;26,9488945007324;6,90971571190784;659,7398;24,84204;11;235,2066;False
11;20,7274188995361;7,2700847029686;931,7907;36,27783;11;240,1352;False
12;21,0607891082764;7,81047202777118;660,6531;25,65259;11;240,1352;False
13;20,3639793395996;4,65558419510859;683,967;26,70728;11;240,1352;False
14;22,7402324676514;5,23129837440792;658,3933;25,23999;11;240,1352;False
15;21,4319801330566;6,30776174923107;670,1976;25,87793;11;241,4291;False
16;19,0729312896729;5,98005188460156;937,4249;36,86938;11;241,9283;False
17;19,3697071075439;6,05169919408487;660,436;25,79395;11;244,0708;False
18;29,1295986175537;7,12516011875805;920,7162;33,82227;12;240,8138;False
19;26,7240428924561;6,9170857703369;913,517;33,94971;11;242,1443;False
20;18,6433238983154;5,9483558725018;935,8171;36,92969;11;242,1443;False
21;18,582763671875;7,27351896845648;917,9879;36,3457;12;240,8138;False
22;15,7348012924194;5,53548558356479;933,8175;37,9917;12;241,0712;False
23;14,5418186187744;4,20194343551574;943,8977;39,22168;11;237,2527;False
24;23,7552452087402;6,23558334548655;921,3492;34,99121;12;241,153;False
25;26,278190612793;6,033538192811;916,7541;34,23584;12;241,153;False
26;21,3530616760254;4,93025455218549;953,5935;37,11377;12;237,9326;False
27;24,254976272583;8,24031247224888;924,6917;34,99512;12;241,1722;False
28;21,4331607818604;6,31197770232393;930,2648;36,37744;12;235,398;False
29;22,7195930480957;7,7655514978021;934,1634;35,48877;12;244,6134;False
30;23,660572052002;8,10203836693266;921,715;34,9668;12;242,0036;False
